,param,Sex,age,Mean,P5,P10,P15,P25,P50,P75,P85,P90,P95
281,HEIGHTCM,0,20,175.8,164.5,167.1,168.3,171.0,176.0,180.2,183.1,184.9,187.1
282,HEIGHTCM,0,21,175.8,164.5,167.1,168.3,171.0,176.0,180.2,183.1,184.9,187.1
283,HEIGHTCM,0,22,175.8,164.5,167.1,168.3,171.0,176.0,180.2,183.1,184.9,187.1
284,HEIGHTCM,0,23,175.8,164.5,167.1,168.3,171.0,176.0,180.2,183.1,184.9,187.1
285,HEIGHTCM,0,24,175.8,164.5,167.1,168.3,171.0,176.0,180.2,183.1,184.9,187.1
286,HEIGHTCM,0,25,175.8,164.5,167.1,168.3,171.0,176.0,180.2,183.1,184.9,187.1
287,HEIGHTCM,0,26,175.8,164.5,167.1,168.3,171.0,176.0,180.2,183.1,184.9,187.1
288,HEIGHTCM,0,27,175.8,164.5,167.1,168.3,171.0,176.0,180.2,183.1,184.9,187.1
289,HEIGHTCM,0,28,175.8,164.5,167.1,168.3,171.0,176.0,180.2,183.1,184.9,187.1
290,HEIGHTCM,0,29,175.8,164.5,167.1,168.3,171.0,176.0,180.2,183.1,184.9,187.1
291,HEIGHTCM,0,30,176.05,164.0,166.85,168.5,171.1,176.35,180.8,183.8,185.60000000000002,187.89999999999998
292,HEIGHTCM,0,31,176.3,163.5,166.6,168.7,171.2,176.7,181.4,184.5,186.3,188.7
293,HEIGHTCM,0,32,176.3,163.5,166.6,168.7,171.2,176.7,181.4,184.5,186.3,188.7
294,HEIGHTCM,0,33,176.3,163.5,166.6,168.7,171.2,176.7,181.4,184.5,186.3,188.7
295,HEIGHTCM,0,34,176.3,163.5,166.6,168.7,171.2,176.7,181.4,184.5,186.3,188.7
296,HEIGHTCM,0,35,176.3,163.5,166.6,168.7,171.2,176.7,181.4,184.5,186.3,188.7
297,HEIGHTCM,0,36,176.3,163.5,166.6,168.7,171.2,176.7,181.4,184.5,186.3,188.7
298,HEIGHTCM,0,37,176.3,163.5,166.6,168.7,171.2,176.7,181.4,184.5,186.3,188.7
299,HEIGHTCM,0,38,176.3,163.5,166.6,168.7,171.2,176.7,181.4,184.5,186.3,188.7
300,HEIGHTCM,0,39,176.3,163.5,166.6,168.7,171.2,176.7,181.4,184.5,186.3,188.7
301,HEIGHTCM,0,40,176.3,163.55,166.39999999999998,168.5,171.35,176.6,181.4,183.75,185.60000000000002,188.55
302,HEIGHTCM,0,41,176.3,163.6,166.2,168.3,171.5,176.5,181.4,183.0,184.9,188.4
303,HEIGHTCM,0,42,176.3,163.6,166.2,168.3,171.5,176.5,181.4,183.0,184.9,188.4
304,HEIGHTCM,0,43,176.3,163.6,166.2,168.3,171.5,176.5,181.4,183.0,184.9,188.4
305,HEIGHTCM,0,44,176.3,163.6,166.2,168.3,171.5,176.5,181.4,183.0,184.9,188.4
306,HEIGHTCM,0,45,176.3,163.6,166.2,168.3,171.5,176.5,181.4,183.0,184.9,188.4
307,HEIGHTCM,0,46,176.3,163.6,166.2,168.3,171.5,176.5,181.4,183.0,184.9,188.4
308,HEIGHTCM,0,47,176.3,163.6,166.2,168.3,171.5,176.5,181.4,183.0,184.9,188.4
309,HEIGHTCM,0,48,176.3,163.6,166.2,168.3,171.5,176.5,181.4,183.0,184.9,188.4
310,HEIGHTCM,0,49,176.3,163.6,166.2,168.3,171.5,176.5,181.4,183.0,184.9,188.4
311,HEIGHTCM,0,50,175.85000000000002,163.2,165.7,167.95,170.8,175.9,181.0,183.05,184.9,188.05
312,HEIGHTCM,0,51,175.4,162.8,165.2,167.6,170.1,175.3,180.6,183.1,184.9,187.7
313,HEIGHTCM,0,52,175.4,162.8,165.2,167.6,170.1,175.3,180.6,183.1,184.9,187.7
314,HEIGHTCM,0,53,175.4,162.8,165.2,167.6,170.1,175.3,180.6,183.1,184.9,187.7
315,HEIGHTCM,0,54,175.4,162.8,165.2,167.6,170.1,175.3,180.6,183.1,184.9,187.7
316,HEIGHTCM,0,55,175.4,162.8,165.2,167.6,170.1,175.3,180.6,183.1,184.9,187.7
317,HEIGHTCM,0,56,175.4,162.8,165.2,167.6,170.1,175.3,180.6,183.1,184.9,187.7
318,HEIGHTCM,0,57,175.4,162.8,165.2,167.6,170.1,175.3,180.6,183.1,184.9,187.7
319,HEIGHTCM,0,58,175.4,162.8,165.2,167.6,170.1,175.3,180.6,183.1,184.9,187.7
320,HEIGHTCM,0,59,175.4,162.8,165.2,167.6,170.1,175.3,180.6,183.1,184.9,187.7
321,HEIGHTCM,0,60,174.9,162.65,165.1,167.25,169.75,174.8,179.7,182.6,184.3,186.35
322,HEIGHTCM,0,61,174.4,162.5,165.0,166.9,169.4,174.3,178.8,182.1,183.7,185.0
323,HEIGHTCM,0,62,174.4,162.5,165.0,166.9,169.4,174.3,178.8,182.1,183.7,185.0
324,HEIGHTCM,0,63,174.4,162.5,165.0,166.9,169.4,174.3,178.8,182.1,183.7,185.0
325,HEIGHTCM,0,64,174.4,162.5,165.0,166.9,169.4,174.3,178.8,182.1,183.7,185.0
326,HEIGHTCM,0,65,174.4,162.5,165.0,166.9,169.4,174.3,178.8,182.1,183.7,185.0
327,HEIGHTCM,0,66,174.4,162.5,165.0,166.9,169.4,174.3,178.8,182.1,183.7,185.0
328,HEIGHTCM,0,67,174.4,162.5,165.0,166.9,169.4,174.3,178.8,182.1,183.7,185.0
329,HEIGHTCM,0,68,174.4,162.5,165.0,166.9,169.4,174.3,178.8,182.1,183.7,185.0
330,HEIGHTCM,0,69,174.4,162.5,165.0,166.9,169.4,174.3,178.8,182.1,183.7,185.0
331,HEIGHTCM,0,70,173.7,162.0,164.8,166.55,169.0,173.7,178.15,180.7,183.1,184.85
332,HEIGHTCM,0,71,173.0,161.5,164.6,166.2,168.6,173.1,177.5,179.3,182.5,184.7
333,HEIGHTCM,0,72,173.0,161.5,164.6,166.2,168.6,173.1,177.5,179.3,182.5,184.7
334,HEIGHTCM,0,73,173.0,161.5,164.6,166.2,168.6,173.1,177.5,179.3,182.5,184.7
335,HEIGHTCM,0,74,173.0,161.5,164.6,166.2,168.6,173.1,177.5,179.3,182.5,184.7
336,HEIGHTCM,0,75,173.0,161.5,164.6,166.2,168.6,173.1,177.5,179.3,182.5,184.7
337,HEIGHTCM,0,76,173.0,161.5,164.6,166.2,168.6,173.1,177.5,179.3,182.5,184.7
338,HEIGHTCM,0,77,173.0,161.5,164.6,166.2,168.6,173.1,177.5,179.3,182.5,184.7
339,HEIGHTCM,0,78,173.0,161.5,164.6,166.2,168.6,173.1,177.5,179.3,182.5,184.7
340,HEIGHTCM,0,79,173.0,161.5,164.6,166.2,168.6,173.1,177.5,179.3,182.5,184.7
341,HEIGHTCM,0,80,171.7,159.45,162.8,164.6,167.3,171.7,176.4,178.75,181.05,183.5
342,HEIGHTCM,0,81,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
343,HEIGHTCM,0,82,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
344,HEIGHTCM,0,83,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
345,HEIGHTCM,0,84,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
346,HEIGHTCM,0,85,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
347,HEIGHTCM,0,86,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
348,HEIGHTCM,0,87,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
349,HEIGHTCM,0,88,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
350,HEIGHTCM,0,89,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
351,HEIGHTCM,0,90,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
352,HEIGHTCM,0,91,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
353,HEIGHTCM,0,92,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
354,HEIGHTCM,0,93,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
355,HEIGHTCM,0,94,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
356,HEIGHTCM,0,95,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
357,HEIGHTCM,0,96,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
358,HEIGHTCM,0,97,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
359,HEIGHTCM,0,98,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
360,HEIGHTCM,0,99,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
361,HEIGHTCM,0,100,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
362,HEIGHTCM,0,101,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
363,HEIGHTCM,0,102,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
364,HEIGHTCM,0,103,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
365,HEIGHTCM,0,104,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
366,HEIGHTCM,0,105,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
367,HEIGHTCM,0,106,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
368,HEIGHTCM,0,107,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
369,HEIGHTCM,0,108,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
370,HEIGHTCM,0,109,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
371,HEIGHTCM,0,110,170.4,157.4,161.0,163.0,166.0,170.3,175.3,178.2,179.6,182.3
372,BMI,1,18,28.3,18.6,19.6,20.4,21.9,26.2,32.9,37.4,39.6,43.3
373,BMI,1,19,28.3,18.6,19.6,20.4,21.9,26.2,32.9,37.4,39.6,43.3
374,BMI,1,20,28.3,18.6,19.6,20.4,21.9,26.2,32.9,37.4,39.6,43.3
375,BMI,1,21,28.3,18.6,19.6,20.4,21.9,26.2,32.9,37.4,39.6,43.3
376,BMI,1,22,28.3,18.6,19.6,20.4,21.9,26.2,32.9,37.4,39.6,43.3
377,BMI,1,23,28.3,18.6,19.6,20.4,21.9,26.2,32.9,37.4,39.6,43.3
378,BMI,1,24,28.3,18.6,19.6,20.4,21.9,26.2,32.9,37.4,39.6,43.3
379,BMI,1,25,28.3,18.6,19.6,20.4,21.9,26.2,32.9,37.4,39.6,43.3
380,BMI,1,26,28.3,18.6,19.6,20.4,21.9,26.2,32.9,37.4,39.6,43.3
381,BMI,1,27,28.3,18.6,19.6,20.4,21.9,26.2,32.9,37.4,39.6,43.3
382,BMI,1,28,28.3,18.6,19.6,20.4,21.9,26.2,32.9,37.4,39.6,43.3
383,BMI,1,29,28.3,18.6,19.6,20.4,21.9,26.2,32.9,37.4,39.6,43.3
384,BMI,1,30,29.1,19.200000000000003,20.4,21.2,22.75,27.25,33.55,37.8,40.35,44.7
385,BMI,1,31,29.9,19.8,21.2,22.0,23.6,28.3,34.2,38.2,41.1,46.1
386,BMI,1,32,29.9,19.8,21.2,22.0,23.6,28.3,34.2,38.2,41.1,46.1
387,BMI,1,33,29.9,19.8,21.2,22.0,23.6,28.3,34.2,38.2,41.1,46.1
388,BMI,1,34,29.9,19.8,21.2,22.0,23.6,28.3,34.2,38.2,41.1,46.1
389,BMI,1,35,29.9,19.8,21.2,22.0,23.6,28.3,34.2,38.2,41.1,46.1
390,BMI,1,36,29.9,19.8,21.2,22.0,23.6,28.3,34.2,38.2,41.1,46.1
391,BMI,1,37,29.9,19.8,21.2,22.0,23.6,28.3,34.2,38.2,41.1,46.1
392,BMI,1,38,29.9,19.8,21.2,22.0,23.6,28.3,34.2,38.2,41.1,46.1
393,BMI,1,39,29.9,19.8,21.2,22.0,23.6,28.3,34.2,38.2,41.1,46.1
394,BMI,1,40,30.299999999999997,20.200000000000003,21.6,22.4,24.0,28.450000000000003,34.5,38.75,42.1,46.35
395,BMI,1,41,30.7,20.6,22.0,22.8,24.4,28.6,34.8,39.3,43.1,46.6
396,BMI,1,42,30.7,20.6,22.0,22.8,24.4,28.6,34.8,39.3,43.1,46.6
397,BMI,1,43,30.7,20.6,22.0,22.8,24.4,28.6,34.8,39.3,43.1,46.6
398,BMI,1,44,30.7,20.6,22.0,22.8,24.4,28.6,34.8,39.3,43.1,46.6
399,BMI,1,45,30.7,20.6,22.0,22.8,24.4,28.6,34.8,39.3,43.1,46.6
400,BMI,1,46,30.7,20.6,22.0,22.8,24.4,28.6,34.8,39.3,43.1,46.6
401,BMI,1,47,30.7,20.6,22.0,22.8,24.4,28.6,34.8,39.3,43.1,46.6
402,BMI,1,48,30.7,20.6,22.0,22.8,24.4,28.6,34.8,39.3,43.1,46.6
403,BMI,1,49,30.7,20.6,22.0,22.8,24.4,28.6,34.8,39.3,43.1,46.6
404,BMI,1,50,30.5,20.1,21.75,22.65,24.35,28.85,34.5,38.5,42.3,46.150000000000006
405,BMI,1,51,30.3,19.6,21.5,22.5,24.3,29.1,34.2,37.7,41.5,45.7
406,BMI,1,52,30.3,19.6,21.5,22.5,24.3,29.1,34.2,37.7,41.5,45.7
407,BMI,1,53,30.3,19.6,21.5,22.5,24.3,29.1,34.2,37.7,41.5,45.7
408,BMI,1,54,30.3,19.6,21.5,22.5,24.3,29.1,34.2,37.7,41.5,45.7
409,BMI,1,55,30.3,19.6,21.5,22.5,24.3,29.1,34.2,37.7,41.5,45.7
410,BMI,1,56,30.3,19.6,21.5,22.5,24.3,29.1,34.2,37.7,41.5,45.7
411,BMI,1,57,30.3,19.6,21.5,22.5,24.3,29.1,34.2,37.7,41.5,45.7
412,BMI,1,58,30.3,19.6,21.5,22.5,24.3,29.1,34.2,37.7,41.5,45.7
413,BMI,1,59,30.3,19.6,21.5,22.5,24.3,29.1,34.2,37.7,41.5,45.7
414,BMI,1,60,30.3,20.0,21.85,22.85,24.6,29.15,34.45,37.45,40.5,44.3
415,BMI,1,61,30.3,20.4,22.2,23.2,24.9,29.2,34.7,37.2,39.5,42.9
416,BMI,1,62,30.3,20.4,22.2,23.2,24.9,29.2,34.7,37.2,39.5,42.9
417,BMI,1,63,30.3,20.4,22.2,23.2,24.9,29.2,34.7,37.2,39.5,42.9
418,BMI,1,64,30.3,20.4,22.2,23.2,24.9,29.2,34.7,37.2,39.5,42.9
419,BMI,1,65,30.3,20.4,22.2,23.2,24.9,29.2,34.7,37.2,39.5,42.9
420,BMI,1,66,30.3,20.4,22.2,23.2,24.9,29.2,34.7,37.2,39.5,42.9
421,BMI,1,67,30.3,20.4,22.2,23.2,24.9,29.2,34.7,37.2,39.5,42.9
422,BMI,1,68,30.3,20.4,22.2,23.2,24.9,29.2,34.7,37.2,39.5,42.9
423,BMI,1,69,30.3,20.4,22.2,23.2,24.9,29.2,34.7,37.2,39.5,42.9
424,BMI,1,70,30.05,20.6,22.1,23.25,25.1,29.0,34.0,36.45,38.7,42.5
425,BMI,1,71,29.8,20.8,22.0,23.3,25.3,28.8,33.3,35.7,37.9,42.1
426,BMI,1,72,29.8,20.8,22.0,23.3,25.3,28.8,33.3,35.7,37.9,42.1
427,BMI,1,73,29.8,20.8,22.0,23.3,25.3,28.8,33.3,35.7,37.9,42.1
428,BMI,1,74,29.8,20.8,22.0,23.3,25.3,28.8,33.3,35.7,37.9,42.1
429,BMI,1,75,29.8,20.8,22.0,23.3,25.3,28.8,33.3,35.7,37.9,42.1
430,BMI,1,76,29.8,20.8,22.0,23.3,25.3,28.8,33.3,35.7,37.9,42.1
431,BMI,1,77,29.8,20.8,22.0,23.3,25.3,28.8,33.3,35.7,37.9,42.1
432,BMI,1,78,29.8,20.8,22.0,23.3,25.3,28.8,33.3,35.7,37.9,42.1
433,BMI,1,79,29.8,20.8,22.0,23.3,25.3,28.8,33.3,35.7,37.9,42.1
434,BMI,1,80,28.9,20.35,21.4,22.75,24.55,28.15,32.05,34.6,36.7,40.7
435,BMI,1,81,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
436,BMI,1,82,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
437,BMI,1,83,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
438,BMI,1,84,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
439,BMI,1,85,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
440,BMI,1,86,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
441,BMI,1,87,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
442,BMI,1,88,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
443,BMI,1,89,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
444,BMI,1,90,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
445,BMI,1,91,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
446,BMI,1,92,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
447,BMI,1,93,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
448,BMI,1,94,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
449,BMI,1,95,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
450,BMI,1,96,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
451,BMI,1,97,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
452,BMI,1,98,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
453,BMI,1,99,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
454,BMI,1,100,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
455,BMI,1,101,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
456,BMI,1,102,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
457,BMI,1,103,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
458,BMI,1,104,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
459,BMI,1,105,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
460,BMI,1,106,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
461,BMI,1,107,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
462,BMI,1,108,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
463,BMI,1,109,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
464,BMI,1,110,28.0,19.9,20.8,22.2,23.8,27.5,30.8,33.5,35.5,39.3
465,BMI,0,18,27.6,18.7,20.0,21.0,22.6,26.5,31.6,34.4,36.8,39.5
466,BMI,0,19,27.6,18.7,20.0,21.0,22.6,26.5,31.6,34.4,36.8,39.5
467,BMI,0,20,27.6,18.7,20.0,21.0,22.6,26.5,31.6,34.4,36.8,39.5
468,BMI,0,21,27.6,18.7,20.0,21.0,22.6,26.5,31.6,34.4,36.8,39.5
469,BMI,0,22,27.6,18.7,20.0,21.0,22.6,26.5,31.6,34.4,36.8,39.5
470,BMI,0,23,27.6,18.7,20.0,21.0,22.6,26.5,31.6,34.4,36.8,39.5
471,BMI,0,24,27.6,18.7,20.0,21.0,22.6,26.5,31.6,34.4,36.8,39.5
472,BMI,0,25,27.6,18.7,20.0,21.0,22.6,26.5,31.6,34.4,36.8,39.5
473,BMI,0,26,27.6,18.7,20.0,21.0,22.6,26.5,31.6,34.4,36.8,39.5
474,BMI,0,27,27.6,18.7,20.0,21.0,22.6,26.5,31.6,34.4,36.8,39.5
475,BMI,0,28,27.6,18.7,20.0,21.0,22.6,26.5,31.6,34.4,36.8,39.5
476,BMI,0,29,27.6,18.7,20.0,21.0,22.6,26.5,31.6,34.4,36.8,39.5
477,BMI,0,30,28.950000000000003,20.15,21.5,22.4,24.0,27.7,32.650000000000006,35.4,37.55,41.45
478,BMI,0,31,30.3,21.6,23.0,23.8,25.4,28.9,33.7,36.4,38.3,43.4
479,BMI,0,32,30.3,21.6,23.0,23.8,25.4,28.9,33.7,36.4,38.3,43.4
480,BMI,0,33,30.3,21.6,23.0,23.8,25.4,28.9,33.7,36.4,38.3,43.4
481,BMI,0,34,30.3,21.6,23.0,23.8,25.4,28.9,33.7,36.4,38.3,43.4
482,BMI,0,35,30.3,21.6,23.0,23.8,25.4,28.9,33.7,36.4,38.3,43.4
483,BMI,0,36,30.3,21.6,23.0,23.8,25.4,28.9,33.7,36.4,38.3,43.4
484,BMI,0,37,30.3,21.6,23.0,23.8,25.4,28.9,33.7,36.4,38.3,43.4
485,BMI,0,38,30.3,21.6,23.0,23.8,25.4,28.9,33.7,36.4,38.3,43.4
486,BMI,0,39,30.3,21.6,23.0,23.8,25.4,28.9,33.7,36.4,38.3,43.4
487,BMI,0,40,30.200000000000003,21.85,23.25,24.25,25.799999999999997,29.0,33.25,35.95,38.2,42.599999999999994
488,BMI,0,41,30.1,22.1,23.5,24.7,26.2,29.1,32.8,35.5,38.1,41.8
489,BMI,0,42,30.1,22.1,23.5,24.7,26.2,29.1,32.8,35.5,38.1,41.8
490,BMI,0,43,30.1,22.1,23.5,24.7,26.2,29.1,32.8,35.5,38.1,41.8
491,BMI,0,44,30.1,22.1,23.5,24.7,26.2,29.1,32.8,35.5,38.1,41.8
492,BMI,0,45,30.1,22.1,23.5,24.7,26.2,29.1,32.8,35.5,38.1,41.8
493,BMI,0,46,30.1,22.1,23.5,24.7,26.2,29.1,32.8,35.5,38.1,41.8
494,BMI,0,47,30.1,22.1,23.5,24.7,26.2,29.1,32.8,35.5,38.1,41.8
495,BMI,0,48,30.1,22.1,23.5,24.7,26.2,29.1,32.8,35.5,38.1,41.8
496,BMI,0,49,30.1,22.1,23.5,24.7,26.2,29.1,32.8,35.5,38.1,41.8
497,BMI,0,50,29.950000000000003,21.950000000000003,23.05,24.35,25.7,29.1,32.8,35.5,37.75,41.75
498,BMI,0,51,29.8,21.8,22.6,24.0,25.2,29.1,32.8,35.5,37.4,41.7
499,BMI,0,52,29.8,21.8,22.6,24.0,25.2,29.1,32.8,35.5,37.4,41.7
500,BMI,0,53,29.8,21.8,22.6,24.0,25.2,29.1,32.8,35.5,37.4,41.7
501,BMI,0,54,29.8,21.8,22.6,24.0,25.2,29.1,32.8,35.5,37.4,41.7
502,BMI,0,55,29.8,21.8,22.6,24.0,25.2,29.1,32.8,35.5,37.4,41.7
503,BMI,0,56,29.8,21.8,22.6,24.0,25.2,29.1,32.8,35.5,37.4,41.7
504,BMI,0,57,29.8,21.8,22.6,24.0,25.2,29.1,32.8,35.5,37.4,41.7
505,BMI,0,58,29.8,21.8,22.6,24.0,25.2,29.1,32.8,35.5,37.4,41.7
506,BMI,0,59,29.8,21.8,22.6,24.0,25.2,29.1,32.8,35.5,37.4,41.7
507,BMI,0,60,29.85,22.0,22.9,23.95,25.5,29.0,33.05,35.4,37.25,41.0
508,BMI,0,61,29.9,22.2,23.2,23.9,25.8,28.9,33.3,35.3,37.1,40.3
509,BMI,0,62,29.9,22.2,23.2,23.9,25.8,28.9,33.3,35.3,37.1,40.3
510,BMI,0,63,29.9,22.2,23.2,23.9,25.8,28.9,33.3,35.3,37.1,40.3
511,BMI,0,64,29.9,22.2,23.2,23.9,25.8,28.9,33.3,35.3,37.1,40.3
512,BMI,0,65,29.9,22.2,23.2,23.9,25.8,28.9,33.3,35.3,37.1,40.3
513,BMI,0,66,29.9,22.2,23.2,23.9,25.8,28.9,33.3,35.3,37.1,40.3
514,BMI,0,67,29.9,22.2,23.2,23.9,25.8,28.9,33.3,35.3,37.1,40.3
515,BMI,0,68,29.9,22.2,23.2,23.9,25.8,28.9,33.3,35.3,37.1,40.3
516,BMI,0,69,29.9,22.2,23.2,23.9,25.8,28.9,33.3,35.3,37.1,40.3
517,BMI,0,70,29.549999999999997,21.549999999999997,23.049999999999997,24.0,25.85,28.549999999999997,33.05,34.9,36.35,38.75
518,BMI,0,71,29.2,20.9,22.9,24.1,25.9,28.2,32.8,34.5,35.6,37.2
519,BMI,0,72,29.2,20.9,22.9,24.1,25.9,28.2,32.8,34.5,35.6,37.2
520,BMI,0,73,29.2,20.9,22.9,24.1,25.9,28.2,32.8,34.5,35.6,37.2
521,BMI,0,74,29.2,20.9,22.9,24.1,25.9,28.2,32.8,34.5,35.6,37.2
522,BMI,0,75,29.2,20.9,22.9,24.1,25.9,28.2,32.8,34.5,35.6,37.2
523,BMI,0,76,29.2,20.9,22.9,24.1,25.9,28.2,32.8,34.5,35.6,37.2
524,BMI,0,77,29.2,20.9,22.9,24.1,25.9,28.2,32.8,34.5,35.6,37.2
525,BMI,0,78,29.2,20.9,22.9,24.1,25.9,28.2,32.8,34.5,35.6,37.2
526,BMI,0,79,29.2,20.9,22.9,24.1,25.9,28.2,32.8,34.5,35.6,37.2
527,BMI,0,80,28.4,21.0,22.6,23.5,25.1,27.7,31.5,33.4,34.8,36.35
528,BMI,0,81,27.6,21.1,22.3,22.9,24.3,27.2,30.2,32.3,34.0,35.5
529,BMI,0,82,27.6,21.1,22.3,22.9,24.3,27.2,30.2,32.3,34.0,35.5
530,BMI,0,83,27.6,21.1,22.3,22.9,24.3,27.2,30.2,32.3,34.0,35.5
531,BMI,0,84,27.6,21.1,22.3,22.9,24.3,27.2,30.2,32.3,34.0,35.5
532,BMI,0,85,27.6,21.1,22.3,22.9,24.3,27.2,30.2,32.3,34.0,35.5
533,BMI,0,86,27.6,21.1,22.3,22.9,24.3,27.2,30.2,32.3,34.0,35.5
534,BMI,0,87,27.6,21.1,22.3,22.9,24.3,27.2,30.2,32.3,34.0,35.5
535,BMI,0,88,27.6,21.1,22.3,22.9,24.3,27.2,30.2,32.3,34.0,35.5
536,BMI,0,89,27.6,21.1,22.3,22.9,24.3,27.2,30.2,32.3,34.0,35.5
537,BMI,0,90,27.6,21.1,22.3,22.9,24.3,27.2,30.2,32.3,34.0,35.5
538,BMI,0,91,27.6,21.1,22.3,22.9,24.3,27.2,30.2,32.3,34.0,35.5
539,BMI,0,92,27.6,21.1,22.3,22.9,24.3,27.2,30.2,32.3,34.0,35.5
540,BMI,0,93,27.6,21.1,22.3,22.9,24.3,27.2,30.2,32.3,34.0,35.5
541,BMI,0,94,27.6,21.1,22.3,22.9,24.3,27.2,30.2,32.3,34.0,35.5
542,BMI,0,95,27.6,21.1,22.3,22.9,24.3,27.2,30.2,32.3,34.0,35.5
543,BMI,0,96,27.6,21.1,22.3,22.9,24.3,27.2,30.2,32.3,34.0,35.5
544,BMI,0,97,27.6,21.1,22.3,22.9,24.3,27.2,30.2,32.3,34.0,35.5
545,BMI,0,98,27.6,21.1,22.3,22.9,24.3,27.2,30.2,32.3,34.0,35.5
546,BMI,0,99,27.6,21.1,22.3,22.9,24.3,27.2,30.2,32.3,34.0,35.5
547,BMI,0,100,27.6,21.1,22.3,22.9,24.3,27.2,30.2,32.3,34.0,35.5
548,BMI,0,101,27.6,21.1,22.3,22.9,24.3,27.2,30.2,32.3,34.0,35.5
